Simbolo,N,Tipo_Vela,Cantidad_FVGs,N_FVGs_Falta,%_Cumplimiento_FVG,Ultimo_FVG_Falta,Rupt_Mechas_Alcistas,Rupt_Mechas_Bajistas,Rupt_Velas_Alcistas,Rupt_Velas_Bajistas,Iteraciones,Min_Low,Max_High,Precio_Actual,Porcentaje_Alcista,Porcentaje_Bajista,Diferencia_Porcentajes,Total_Swing_Alcistas,Total_Swing_Bajistas,Fecha_Ultimo_Swing_Alcista,Precio_Ultimo_Swing_Alcista,Fecha_Ultimo_Swing_Bajista,Precio_Ultimo_Swing_Bajista,Tendencia_MM,DuracionTrendMM_Close_SMA_200,Tendencia_PullBack,DuracionTrendMM_Close_EMA_20,%K,%D,Duracion_Estocastico,Estocastico_Senal
TRUUSDT,490,"['N/A', 'N/A', 'N/A']",102,4,96.08,"[('Bajista', 70), ('Alcista', 228), ('Alcista', 274)]",0,0,0,0,15,0.0276,0.0426,0.0325,652.12,29.54,622.5846153846154,105,106,2025-09-15 17:59:59.999,0.0292,2025-09-13 17:59:59.999,0.0329,Bajista,275,Alcista,3,89.79591836734693,88.57394809775757,3.0,Sobre-compra
CKBUSDT,490,"['N/A', 'N/A', 'N/A']",107,6,94.39,"[('Bajista', 10), ('Bajista', 71), ('Alcista', 228)]",0,0,0,0,61,0.003994,0.00745,0.005237,288.45,43.59,244.85392400229134,114,116,2025-09-17 17:59:59.999,0.005001,2025-09-17 17:59:59.999,0.005298,Alcista,12,Alcista,3,48.52125693160818,49.361142853443255,4.0,Neutro
TWTUSDT,490,"['N/A', 'Hang_Man', 'N/A']",74,4,94.59,"[('Bajista', 7), ('Alcista', 192), ('Alcista', 194)]",0,0,0,0,48,0.7106,0.8711,0.7878,106.75,22.57,84.18380299568422,115,95,2025-09-17 17:59:59.999,0.7636,2025-09-14 17:59:59.999,0.832,Bajista,5,Alcista,9,61.896551724137915,63.591954022988524,4.0,Neutro
SFPUSDT,490,"['N/A', 'N/A', 'N/A']",79,1,98.73,"[('Alcista', 3)]",0,0,0,0,25,0.4293,0.5482,0.4644,93.17,12.49,80.68475452196384,117,110,2025-09-17 17:59:59.999,0.4504,2025-09-17 17:59:59.999,0.4696,Bajista,258,Bajista,4,32.68398268398268,35.05236698785087,3.0,Neutro
DODOUSDT,490,"['N/A', 'N/A', 'N/A']",111,4,96.4,"[('Bajista', 0), ('Bajista', 10), ('Alcista', 173)]",0,0,0,0,48,0.0389,0.0543,0.0483,394.0,34.99,359.00621118012424,112,104,2025-09-16 17:59:59.999,0.0451,2025-09-17 17:59:59.999,0.0487,Bajista,5,Alcista,3,50.0,48.470948012232384,5.0,Neutro
CAKEUSDT,490,"['N/A', 'N/A', 'N/A']",121,2,98.35,"[('Bajista', 0), ('Bajista', 152)]",0,0,0,0,53,2.311,3.313,2.7,67.22,58.67,8.555555555555536,111,107,2025-09-15 17:59:59.999,2.428,2025-09-17 17:59:59.999,2.769,Alcista,82,Alcista,3,83.87850467289721,76.48838334459735,2.0,Sobre-compra-K
ACMUSDT,490,"['N/A', 'N/A', 'N/A']",74,2,97.3,"[('Alcista', 274), ('Alcista', 467)]",0,0,0,0,40,0.796,1.297,0.91,207.58,23.74,183.8461538461538,106,128,2025-09-17 17:59:59.999,0.884,2025-09-14 17:59:59.999,0.972,Alcista,17,Bajista,26,29.54545454545458,26.857429718875526,2.0,Neutro
FISUSDT,490,"['Hang_Man', 'Doji', 'N/A']",82,5,93.9,"[('Alcista', 125), ('Alcista', 228), ('Alcista', 241)]",0,0,0,0,55,0.0974,0.1814,0.1111,510.35,33.57,476.7776777677768,113,111,2025-09-17 17:59:59.999,0.1051,2025-09-17 17:59:59.999,0.1158,Bajista,243,Bajista,4,23.947368421052648,23.508771929824576,7.0,Neutro
OMUSDT,490,"['N/A', 'N/A', 'N/A']",89,4,95.51,"[('Alcista', 34), ('Alcista', 57), ('Alcista', 151)]",0,0,0,0,21,0.19,0.3971,0.2154,4158.73,11.79,4146.935933147632,114,117,2025-09-15 17:59:59.999,0.2008,2025-09-17 17:59:59.999,0.2184,Bajista,159,Bajista,5,51.79153094462544,54.26867456608287,4.0,Neutro
PONDUSDT,490,"['N/A', 'N/A', 'N/A']",114,4,96.49,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 227)]",0,0,0,0,32,0.00741,0.0124,0.00862,316.47,22.74,293.7354988399073,102,114,2025-09-16 17:59:59.999,0.00823,2025-09-13 17:59:59.999,0.009,Bajista,27,Alcista,2,59.999999999999964,56.53846153846157,5.0,Neutro
DEGOUSDT,490,"['N/A', 'N/A', 'Doji']",89,2,97.75,"[('Bajista', 0), ('Alcista', 3)]",0,0,0,0,10,1.038,1.426,1.232,268.83,21.51,247.32142857142853,115,110,2025-09-16 17:59:59.999,1.136,2025-09-17 17:59:59.999,1.237,Bajista,107,Bajista,5,33.1034482758621,29.8850574712644,3.0,Neutro
ALICEUSDT,490,"['N/A', 'N/A', 'Doji']",103,3,97.09,"[('Bajista', 0), ('Alcista', 228), ('Alcista', 274)]",0,0,0,0,15,0.342,0.5067,0.3791,635.69,18.17,617.5151675019785,108,107,2025-09-15 17:59:59.999,0.35,2025-09-17 17:59:59.999,0.3839,Bajista,243,Alcista,2,40.18944519621109,38.488732654579564,6.0,Neutro
PERPUSDT,490,"['N/A', 'N/A', 'N/A']",114,6,94.74,"[('Bajista', 0), ('Alcista', 3), ('Bajista', 72)]",0,0,0,0,48,0.2426,0.3313,0.2667,394.94,38.7,356.2429696287964,115,107,2025-09-15 17:59:59.999,0.251,2025-09-13 17:59:59.999,0.2858,Bajista,5,Alcista,2,49.604221635883874,44.239226033421254,4.0,Neutro
SUPERUSDT,490,"['N/A', 'N/A', 'Doji']",108,6,94.44,"[('Alcista', 34), ('Bajista', 161), ('Alcista', 237)]",0,0,0,0,18,0.5404,0.9421,0.5986,280.35,38.64,241.71399933177415,114,105,2025-09-17 17:59:59.999,0.5701,2025-09-13 17:59:59.999,0.6315,Bajista,26,Bajista,5,52.31884057971021,56.03823645083089,4.0,Neutro
CFXUSDT,490,"['N/A', 'N/A', 'N/A']",102,3,97.06,"[('Bajista', 69), ('Bajista', 70), ('Bajista', 86)]",0,0,0,0,52,0.0965,0.2799,0.1847,51.54,67.57,16.025988088792637,114,107,2025-09-15 17:59:59.999,0.1723,2025-09-15 17:59:59.999,0.187,Alcista,68,Alcista,4,81.46341463414635,75.7908351810791,1.0,Sobre-compra-K
TKOUSDT,490,"['N/A', 'N/A', 'N/A']",82,7,91.46,"[('Bajista', 0), ('Bajista', 41), ('Bajista', 69)]",0,0,0,0,26,0.1443,0.2682,0.1908,294.5,43.92,250.57651991614256,116,107,2025-09-15 17:59:59.999,0.1812,2025-09-17 17:59:59.999,0.1928,Alcista,28,Alcista,3,40.90909090909088,39.287941139793006,9.0,Neutro
PUNDIXUSDT,490,"['N/A', 'N/A', 'N/A']",83,1,98.8,"[('Bajista', 0)]",0,0,0,0,18,0.2806,0.4072,0.3244,115.78,34.19,81.59679408138098,114,111,2025-09-16 17:59:59.999,0.3088,2025-09-13 17:59:59.999,0.3363,Bajista,5,Alcista,3,37.90035587188618,42.549251858236445,9.0,Neutro
TLMUSDT,490,"['N/A', 'N/A', 'N/A']",104,6,94.23,"[('Bajista', 0), ('Bajista', 9), ('Alcista', 228)]",0,0,0,0,15,0.00409,0.00614,0.0049,402.65,28.78,373.87755102040813,100,105,2025-09-16 17:59:59.999,0.00455,2025-09-17 17:59:59.999,0.00496,Bajista,244,Alcista,9,48.101265822784804,47.117599855038684,6.0,Neutro
BARUSDT,490,"['N/A', 'Martillo', 'N/A']",60,3,95.0,"[('Alcista', 24), ('Alcista', 115), ('Alcista', 129)]",0,0,0,0,53,1.044,1.457,1.145,179.48,13.8,165.6768558951965,109,117,2025-09-16 17:59:59.999,1.106,2025-09-14 17:59:59.999,1.183,Bajista,131,Bajista,26,50.64935064935058,41.99134199134182,3.0,Neutro
FORTHUSDT,490,"['N/A', 'N/A', 'N/A']",84,1,98.81,"[('Alcista', 19)]",0,0,0,0,36,2.371,3.63,2.734,139.98,30.98,108.99780541331384,105,108,2025-09-15 17:59:59.999,2.535,2025-09-17 17:59:59.999,2.744,Alcista,3,Bajista,5,56.695156695156655,50.23741690408355,9.0,Neutro
SLPUSDT,490,"['N/A', 'N/A', 'N/A']",93,6,93.55,"[('Bajista', 0), ('Alcista', 3), ('Bajista', 9)]",0,0,0,0,58,0.001001,0.00269,0.001884,239.86,46.87,192.99363057324837,109,112,2025-09-16 17:59:59.999,0.001766,2025-09-13 17:59:59.999,0.002047,Alcista,14,Alcista,11,57.217847769028864,55.028622691199104,5.0,Neutro
SHIBUSDT,490,"['N/A', 'N/A', 'Doji']",95,5,94.74,"[('Bajista', 0), ('Bajista', 9), ('Alcista', 228)]",0,0,0,0,48,1.16e-05,1.597e-05,1.35e-05,147.63,25.63,122.0,115,116,2025-09-17 17:59:59.999,1.283e-05,2025-09-17 17:59:59.999,1.361e-05,Alcista,9,Alcista,11,51.79856115107911,48.48684432735498,4.0,Neutro
ICPUSDT,490,"['N/A', 'N/A', 'Doji']",102,4,96.08,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 227)]",0,0,0,0,18,4.589,6.255,4.833,222.3,13.45,208.8557831574591,110,101,2025-09-16 17:59:59.999,4.611,2025-09-17 17:59:59.999,4.871,Bajista,27,Bajista,5,40.21739130434786,36.594202898550726,3.0,Neutro
ARUSDT,490,"['N/A', 'N/A', 'N/A']",102,10,90.2,"[('Bajista', 70), ('Alcista', 206), ('Alcista', 226)]",0,0,0,0,18,5.89,8.87,7.11,596.91,36.85,560.056258790436,117,109,2025-09-17 17:59:59.999,6.74,2025-09-17 17:59:59.999,7.27,Alcista,11,Alcista,11,55.69620253164559,56.31640485994612,4.0,Neutro
MASKUSDT,490,"['N/A', 'N/A', 'N/A']",91,3,96.7,"[('Bajista', 0), ('Alcista', 103), ('Alcista', 277)]",0,0,0,0,25,1.156,1.605,1.318,260.24,29.67,230.5766312594841,114,108,2025-09-15 17:59:59.999,1.225,2025-09-17 17:59:59.999,1.339,Bajista,105,Alcista,2,76.87074829931971,69.34652648938358,1.0,Neutro
LPTUSDT,490,"['N/A', 'N/A', 'N/A']",105,3,97.14,"[('Bajista', 0), ('Bajista', 151), ('Alcista', 265)]",0,0,0,0,22,5.739,9.637,7.037,274.39,53.96,220.43484439391784,110,115,2025-09-16 17:59:59.999,6.616,2025-09-17 17:59:59.999,7.133,Alcista,24,Alcista,2,47.098214285714256,41.80133313656042,5.0,Neutro
XVGUSDT,490,"['N/A', 'N/A', 'N/A']",104,5,95.19,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 236)]",0,0,0,0,18,0.005231,0.008596,0.005983,254.99,57.35,197.64332274778542,111,106,2025-09-15 17:59:59.999,0.005575,2025-09-17 17:59:59.999,0.006036,Alcista,11,Alcista,2,58.85122410546134,54.690821014504785,4.0,Neutro
ATAUSDT,490,"['N/A', 'N/A', 'N/A']",97,6,93.81,"[('Bajista', 0), ('Alcista', 228), ('Alcista', 242)]",0,0,0,0,18,0.0426,0.063,0.0459,454.9,23.31,431.59041394335503,108,108,2025-09-15 17:59:59.999,0.0432,2025-09-17 17:59:59.999,0.0465,Bajista,230,Bajista,4,39.13043478260873,38.50644122383253,5.0,Neutro
GTCUSDT,490,"['N/A', 'N/A', 'N/A']",93,7,92.47,"[('Bajista', 0), ('Bajista', 41), ('Alcista', 241)]",0,0,0,0,37,0.254,0.546,0.362,422.65,46.41,376.2430939226519,111,107,2025-09-15 17:59:59.999,0.337,2025-09-17 17:59:59.999,0.366,Alcista,37,Alcista,14,68.11594202898547,65.04765635200415,4.0,Neutro
PHAUSDT,490,"['N/A', 'N/A', 'N/A']",82,6,92.68,"[('Bajista', 0), ('Alcista', 24), ('Alcista', 235)]",0,0,0,0,28,0.0922,0.147,0.1084,457.2,30.81,426.38376383763836,108,103,2025-09-15 17:59:59.999,0.1014,2025-09-17 17:59:59.999,0.109,Bajista,22,Alcista,1,61.70212765957446,58.25800769480367,5.0,Neutro
MLNUSDT,490,"['N/A', 'N/A', 'N/A']",66,3,95.45,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 253)]",0,0,0,0,38,7.09,10.31,8.15,269.82,19.39,250.42944785276072,108,120,2025-09-15 17:59:59.999,7.65,2025-09-14 17:59:59.999,8.51,Bajista,22,Alcista,2,58.13953488372097,53.72327930467471,4.0,Neutro
DEXEUSDT,490,"['N/A', 'N/A', 'N/A']",88,3,96.59,"[('Bajista', 0), ('Alcista', 38), ('Alcista', 39)]",0,1,0,0,42,6.795,8.849,7.078,241.89,29.7,212.1927098050297,114,111,2025-09-17 17:59:59.999,6.731,2025-09-17 17:59:59.999,7.353,Bajista,132,Bajista,1,55.78778135048239,47.3479386569277,3.0,Neutro
C98USDT,490,"['N/A', 'N/A', 'N/A']",100,5,95.0,"[('Bajista', 0), ('Alcista', 228), ('Alcista', 241)]",0,0,0,0,48,0.0448,0.0656,0.0513,454.19,33.14,421.0526315789473,112,100,2025-09-16 17:59:59.999,0.0478,2025-09-17 17:59:59.999,0.0518,Bajista,243,Alcista,2,50.68493150684928,48.17069733355879,4.0,Neutro
QNTUSDT,490,"['N/A', 'N/A', 'N/A']",86,1,98.84,"[('Alcista', 34)]",0,0,0,0,11,96.88,135.58,101.64,68.93,50.81,18.122786304604467,118,106,2025-09-16 17:59:59.999,98.8,2025-09-13 17:59:59.999,105.58,Alcista,88,Bajista,5,54.712643678160966,50.689655172413865,5.0,Neutro
FLOWUSDT,490,"['N/A', 'N/A', 'N/A']",97,3,96.91,"[('Bajista', 0), ('Alcista', 228), ('Alcista', 274)]",0,0,0,0,48,0.345,0.458,0.411,209.25,29.68,179.5620437956204,106,96,2025-09-07 17:59:59.999,0.393,2025-09-17 17:59:59.999,0.413,Alcista,22,Alcista,2,42.85714285714278,35.7142857142857,3.0,Neutro
MINAUSDT,490,"['N/A', 'N/A', 'N/A']",103,7,93.2,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 227)]",0,0,0,0,25,0.1687,0.2477,0.1882,457.86,22.48,435.3878852284803,115,106,2025-09-16 17:59:59.999,0.178,2025-09-17 17:59:59.999,0.1895,Bajista,243,Alcista,2,51.57480314960628,48.693432551700255,4.0,Neutro
RAYUSDT,490,"['N/A', 'N/A', 'N/A']",100,6,94.0,"[('Bajista', 0), ('Alcista', 3), ('Bajista', 41)]",0,0,0,0,36,2.435,4.117,3.394,156.33,63.7,92.63406010606953,109,114,2025-09-16 17:59:59.999,3.171,2025-09-17 17:59:59.999,3.442,Alcista,41,Alcista,2,43.234323432343245,33.773377337733756,2.0,Neutro
FARMUSDT,490,"['N/A', 'N/A', 'N/A']",84,3,96.43,"[('Bajista', 0), ('Alcista', 273), ('Alcista', 274)]",0,0,0,0,40,26.11,35.34,28.76,195.51,20.79,174.72183588317102,109,113,2025-09-15 17:59:59.999,27.51,2025-09-17 17:59:59.999,28.95,Bajista,5,Alcista,2,47.709923664122186,43.65996188043615,4.0,Neutro
QUICKUSDT,490,"['N/A', 'N/A', 'N/A']",98,4,95.92,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 241)]",0,0,0,0,16,0.01955,0.02778,0.0242,187.15,28.31,158.84297520661158,116,106,2025-09-17 17:59:59.999,0.0231,2025-09-17 17:59:59.999,0.0245,Alcista,2,Bajista,5,24.070021881838073,19.862668170440582,4.0,Sobre-venta-D
MBOXUSDT,490,"['N/A', 'N/A', 'N/A']",104,6,94.23,"[('Bajista', 9), ('Bajista', 73), ('Alcista', 237)]",0,0,2,0,48,0.0485,0.0712,0.0692,495.66,47.4,448.2658959537573,106,101,2025-09-15 17:59:59.999,0.0634,2025-09-13 17:59:59.999,0.0838,Alcista,7,Alcista,11,50.34013605442177,48.353202667205494,5.0,Neutro
REQUSDT,490,"['N/A', 'N/A', 'N/A']",80,7,91.25,"[('Bajista', 0), ('Alcista', 16), ('Alcista', 17)]",0,0,0,0,9,0.1174,0.16,0.1297,36.62,42.25,5.628373168851219,103,106,2025-09-15 17:59:59.999,0.1218,2025-09-13 17:59:59.999,0.1261,Bajista,18,Alcista,2,98.40000000000018,89.2554572271387,2.0,Sobre-compra
GHSTUSDT,490,"['N/A', 'N/A', 'N/A']",96,5,94.79,"[('Bajista', 0), ('Alcista', 241), ('Alcista', 242)]",0,0,0,0,48,0.394,0.577,0.469,377.61,34.12,343.496801705757,104,113,2025-09-16 17:59:59.999,0.442,2025-09-17 17:59:59.999,0.475,Alcista,9,Alcista,2,43.396226415094304,41.98834458484793,5.0,Neutro
WAXPUSDT,490,"['N/A', 'N/A', 'N/A']",108,3,97.22,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 228)]",0,3,0,0,18,0.01908,0.02597,0.01965,286.77,15.62,271.14503816793894,108,99,2025-09-15 17:59:59.999,0.01876,2025-09-17 17:59:59.999,0.01976,Bajista,230,Bajista,5,39.7321428571429,34.82142857142861,5.0,Neutro
GNOUSDT,490,"['N/A', 'N/A', 'N/A']",107,4,96.26,"[('Bajista', 0), ('Bajista', 14), ('Bajista', 71)]",0,0,0,0,36,114.95,160.96,150.44,149.53,39.64,109.89098643977667,107,111,2025-09-15 17:59:59.999,140.09,2025-09-13 17:59:59.999,155.47,Alcista,16,Alcista,14,79.35986869101353,77.18677643078809,1.0,Neutro
XECUSDT,490,"['N/A', 'N/A', 'N/A']",89,3,96.63,"[('Bajista', 0), ('Alcista', 228), ('Alcista', 242)]",0,0,0,0,15,1.904e-05,2.529e-05,2.035e-05,192.38,22.16,170.22113022113024,115,106,2025-09-16 17:59:59.999,1.957e-05,2025-09-17 17:59:59.999,2.05e-05,Bajista,36,Alcista,2,56.78391959799002,56.10155230839303,4.0,Neutro
DYDXUSDT,490,"['N/A', 'N/A', 'N/A']",95,4,95.79,"[('Bajista', 0), ('Alcista', 228), ('Alcista', 241)]",0,0,0,0,37,0.52,0.7598,0.6668,309.33,37.97,271.3557288542292,117,100,2025-09-15 17:59:59.999,0.5974,2025-09-13 17:59:59.999,0.6856,Alcista,11,Alcista,2,84.12162162162159,73.07511868715186,2.0,Sobre-compra-K
IDEXUSDT,490,"['N/A', 'N/A', 'N/A']",84,2,97.62,"[('Bajista', 55), ('Alcista', 241)]",0,0,0,0,56,0.01801,0.04472,0.02826,308.7,44.8,263.90658174097666,113,117,2025-09-17 17:59:59.999,0.027,2025-09-17 17:59:59.999,0.0299,Alcista,20,Alcista,3,26.77902621722849,25.031210986267194,1.0,Neutro
USDPUSDT,490,"['N/A', 'Martillo_Inv', 'Doji']",7,0,100.0,[],0,0,0,0,44,0.9991,1.0076,0.9996,21.39,0.63,20.75830332132852,84,118,2025-09-07 17:59:59.999,0.9998,2025-09-16 17:59:59.999,1.0004,Bajista,10,Bajista,9,6.818181818183482,8.33333333333481,13.0,Sobre-venta
GALAUSDT,490,"['N/A', 'N/A', 'N/A']",96,3,96.88,"[('Bajista', 0), ('Alcista', 228), ('Alcista', 274)]",0,0,0,0,48,0.01428,0.02097,0.01793,271.33,34.47,236.8655883993307,109,103,2025-09-15 17:59:59.999,0.01632,2025-09-17 17:59:59.999,0.01822,Alcista,3,Alcista,3,73.8853503184714,65.91747326829208,4.0,Neutro
ILVUSDT,490,"['N/A', 'N/A', 'N/A']",95,7,92.63,"[('Bajista', 0), ('Alcista', 31), ('Bajista', 69)]",0,0,0,0,44,11.81,24.8,15.22,569.19,40.54,528.646517739816,112,103,2025-09-16 17:59:59.999,14.17,2025-09-17 17:59:59.999,15.4,Alcista,13,Alcista,2,65.70397111913356,63.51280273507539,5.0,Neutro
YGGUSDT,490,"['N/A', 'N/A', 'N/A']",106,7,93.4,"[('Alcista', 2), ('Bajista', 6), ('Alcista', 241)]",1,0,3,0,48,0.1434,0.206,0.1925,505.19,34.91,470.2857142857143,113,105,2025-09-17 17:59:59.999,0.1819,2025-09-13 17:59:59.999,0.2695,Alcista,7,Alcista,9,37.802907915993536,39.203275553655125,5.0,Neutro
SYSUSDT,490,"['N/A', 'N/A', 'N/A']",102,4,96.08,"[('Alcista', 56), ('Alcista', 228), ('Alcista', 241)]",0,0,0,0,18,0.03757,0.06385,0.04248,412.24,32.44,379.8022598870057,105,113,2025-09-15 17:59:59.999,0.03941,2025-09-14 17:59:59.999,0.04697,Bajista,58,Alcista,3,49.09297052154191,46.58272665791461,5.0,Neutro
DFUSDT,490,"['N/A', 'N/A', 'N/A']",93,4,95.7,"[('Bajista', 0), ('Alcista', 98), ('Alcista', 99)]",0,0,0,0,18,0.02579,0.03593,0.02871,362.77,23.23,339.53326367119473,111,111,2025-09-15 17:59:59.999,0.02703,2025-09-17 17:59:59.999,0.02898,Bajista,171,Alcista,2,57.93650793650793,57.63362616094211,4.0,Neutro
FIDAUSDT,490,"['N/A', 'N/A', 'N/A']",87,3,96.55,"[('Bajista', 9), ('Alcista', 228), ('Alcista', 240)]",0,0,0,0,59,0.0772,0.1323,0.0955,402.72,45.34,357.38219895287966,111,106,2025-09-15 17:59:59.999,0.0885,2025-09-17 17:59:59.999,0.0968,Alcista,10,Alcista,3,57.657657657657694,54.59933617828356,11.0,Neutro
AGLDUSDT,490,"['N/A', 'N/A', 'N/A']",104,3,97.12,"[('Bajista', 0), ('Alcista', 242), ('Alcista', 253)]",0,0,0,0,25,0.637,0.921,0.685,367.15,15.47,351.6788321167883,113,104,2025-09-16 17:59:59.999,0.649,2025-09-13 17:59:59.999,0.713,Bajista,200,Alcista,1,56.2500000000001,48.04292929292939,5.0,Neutro
RADUSDT,490,"['N/A', 'Martillo', 'Martillo_Inv']",59,2,96.61,"[('Bajista', 0), ('Alcista', 3)]",0,0,0,0,26,0.592,0.876,0.684,205.56,17.54,188.01169590643266,107,127,2025-09-11 17:59:59.999,0.683,2025-09-14 17:59:59.999,0.71,Bajista,25,Bajista,5,36.923076923076984,38.12928855182383,11.0,Neutro
RAREUSDT,490,"['N/A', 'N/A', 'N/A']",86,2,97.67,"[('Bajista', 1), ('Alcista', 185)]",0,0,0,0,45,0.0466,0.0739,0.0595,484.2,30.25,453.9495798319328,110,116,2025-09-15 17:59:59.999,0.0521,2025-09-16 17:59:59.999,0.0699,Bajista,2,Alcista,3,41.57303370786514,44.025275667984836,5.0,Neutro
LAZIOUSDT,490,"['N/A', 'N/A', 'Martillo_Inv']",79,4,94.94,"[('Bajista', 0), ('Alcista', 24), ('Bajista', 70)]",0,0,0,0,35,0.791,1.222,0.954,224.95,27.67,197.2746331236897,109,118,2025-09-16 17:59:59.999,0.901,2025-09-13 17:59:59.999,0.996,Alcista,2,Alcista,2,57.57575757575752,54.32705432705432,5.0,Neutro
CHESSUSDT,490,"['N/A', 'N/A', 'N/A']",99,4,95.96,"[('Alcista', 2), ('Alcista', 198), ('Alcista', 228)]",0,0,0,0,48,0.0623,0.0925,0.0721,286.82,38.7,248.12760055478503,109,110,2025-09-17 17:59:59.999,0.06821,2025-09-14 17:59:59.999,0.084,Bajista,3,Bajista,3,24.63584547181755,27.62295464282027,5.0,Neutro
ADXUSDT,490,"['N/A', 'N/A', 'N/A']",109,5,95.41,"[('Bajista', 0), ('Bajista', 68), ('Bajista', 69)]",0,0,0,0,40,0.094,0.1553,0.1268,145.27,43.22,102.05047318611989,103,116,2025-09-15 17:59:59.999,0.1172,2025-09-17 17:59:59.999,0.1272,Alcista,55,Bajista,6,59.99999999999993,48.37024254625633,3.0,Neutro
AUCTIONUSDT,490,"['N/A', 'N/A', 'N/A']",90,3,96.67,"[('Bajista', 0), ('Alcista', 178), ('Alcista', 179)]",0,0,0,0,28,9.24,13.56,9.77,599.18,28.25,570.9314227226204,116,97,2025-09-15 17:59:59.999,9.35,2025-09-13 17:59:59.999,10.17,Bajista,172,Alcista,2,51.21951219512193,44.78401410520126,5.0,Neutro
MOVRUSDT,490,"['N/A', 'N/A', 'N/A']",101,2,98.02,"[('Bajista', 0), ('Alcista', 241)]",0,0,0,0,33,5.329,7.96,5.95,248.74,29.03,219.7142857142857,113,109,2025-09-15 17:59:59.999,5.538,2025-09-17 17:59:59.999,6.028,Bajista,18,Bajista,5,54.93333333333332,47.28888888888887,3.0,Neutro
CITYUSDT,490,"['N/A', 'N/A', 'N/A']",62,4,93.55,"[('Bajista', 41), ('Alcista', 253), ('Alcista', 274)]",0,0,0,0,35,0.718,1.376,1.054,259.3,31.88,227.41935483870964,114,118,2025-09-17 17:59:59.999,1.025,2025-09-14 17:59:59.999,1.106,Alcista,9,Alcista,2,45.76271186440678,37.33491669365579,7.0,Neutro
ENSUSDT,490,"['N/A', 'N/A', 'N/A']",112,6,94.64,"[('Bajista', 0), ('Bajista', 9), ('Alcista', 24)]",0,0,0,0,18,21.5,32.21,24.33,107.77,51.09,56.67899712289356,111,102,2025-09-15 17:59:59.999,22.72,2025-09-03 17:59:59.999,23.24,Alcista,67,Alcista,2,72.53731343283579,64.17910447761193,5.0,Neutro
QIUSDT,490,"['N/A', 'N/A', 'N/A']",104,6,94.23,"[('Bajista', 0), ('Bajista', 69), ('Bajista', 70)]",0,0,0,0,60,0.00655,0.00849,0.00771,268.61,27.63,240.98573281452656,107,98,2025-09-15 17:59:59.999,0.00701,2025-09-13 17:59:59.999,0.00792,Alcista,2,Alcista,3,76.92307692307692,61.53846153846151,4.0,Neutro
PORTOUSDT,490,"['N/A', 'N/A', 'N/A']",84,7,91.67,"[('Bajista', 0), ('Bajista', 40), ('Bajista', 41)]",0,0,0,0,34,0.804,1.448,1.045,221.44,33.49,187.94258373205741,103,124,2025-09-16 17:59:59.999,0.975,2025-09-17 17:59:59.999,1.049,Alcista,14,Alcista,2,64.12213740458007,60.34118195176139,12.0,Neutro
POWRUSDT,490,"['N/A', 'N/A', 'N/A']",86,0,100.0,[],0,0,0,0,18,0.1524,0.2032,0.1655,153.78,24.71,129.0634441087613,113,112,2025-09-16 17:59:59.999,0.1585,2025-09-17 17:59:59.999,0.1671,Bajista,5,Alcista,3,52.84974093264253,55.27683672113727,4.0,Neutro
JASMYUSDT,490,"['N/A', 'N/A', 'N/A']",101,7,93.07,"[('Bajista', 0), ('Alcista', 3), ('Alcista', 34)]",0,0,0,0,18,0.01361,0.02081,0.01466,303.34,43.93,259.4133697135062,117,105,2025-09-15 17:59:59.999,0.01378,2025-09-17 17:59:59.999,0.01482,Bajista,5,Alcista,2,48.20512820512819,45.480140774258444,5.0,Neutro
AMPUSDT,490,"['N/A', 'Martillo', 'N/A']",68,0,100.0,[],0,0,0,0,18,0.003169,0.004393,0.003457,319.44,20.34,299.1032687301128,114,123,2025-09-17 17:59:59.999,0.00335,2025-09-15 17:59:59.999,0.003647,Bajista,214,Alcista,2,44.07582938388624,44.7063731423921,11.0,Neutro
PYRUSDT,490,"['N/A', 'N/A', 'N/A']",89,6,93.26,"[('Bajista', 0), ('Alcista', 198), ('Alcista', 227)]",0,0,0,0,45,0.902,1.322,1.159,503.97,32.7,471.2683347713546,106,110,2025-09-16 17:59:59.999,1.057,2025-09-17 17:59:59.999,1.183,Alcista,2,Alcista,3,67.74193548387095,66.30688090273514,5.0,Neutro
ALCXUSDT,490,"['N/A', 'N/A', 'Doji']",97,6,93.81,"[('Bajista', 0), ('Bajista', 70), ('Alcista', 242)]",0,0,0,0,40,8.36,11.29,9.84,248.58,33.84,214.73577235772353,105,107,2025-09-17 17:59:59.999,9.34,2025-09-13 17:59:59.999,10.28,Alcista,11,Alcista,2,57.28155339805827,52.42718446601941,5.0,Neutro
